HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Bournemouth,Blackpool,1.00,2.00,1.00,1.00,14.00,10.00,3.00,2.00,4.00,11.00,7.00,1.00,0.00,2.00,0.00,1.00
Burnley,Blackburn,1.00,1.00,0.00,0.00,10.00,10.00,4.00,4.00,21.00,17.00,5.00,12.00,3.00,1.00,0.00,1.00
Huddersfield,Doncaster,0.00,0.00,0.00,0.00,14.00,23.00,6.00,4.00,16.00,10.00,3.00,7.00,2.00,1.00,0.00,0.00
Ipswich,Middlesbrough,3.00,1.00,1.00,1.00,13.00,7.00,5.00,3.00,13.00,10.00,5.00,6.00,2.00,1.00,0.00,0.00
Leicester,Wigan,2.00,0.00,1.00,0.00,10.00,10.00,4.00,3.00,17.00,7.00,6.00,6.00,0.00,2.00,0.00,0.00
Millwall,Derby,1.00,5.00,0.00,2.00,3.00,9.00,1.00,6.00,16.00,14.00,1.00,6.00,3.00,5.00,1.00,0.00
Nott'm Forest,Barnsley,3.00,2.00,2.00,1.00,21.00,7.00,8.00,2.00,15.00,10.00,13.00,6.00,2.00,2.00,0.00,0.00
QPR,Birmingham,1.00,0.00,0.00,0.00,10.00,9.00,2.00,1.00,17.00,14.00,3.00,2.00,1.00,4.00,0.00,0.00
Sheffield Weds,Yeovil,1.00,1.00,1.00,0.00,9.00,17.00,4.00,6.00,10.00,10.00,5.00,7.00,3.00,1.00,0.00,1.00
Watford,Charlton,1.00,1.00,0.00,0.00,15.00,5.00,4.00,2.00,14.00,9.00,3.00,4.00,3.00,2.00,0.00,0.00
Reading,Brighton,0.00,0.00,0.00,0.00,10.00,20.00,4.00,5.00,11.00,13.00,5.00,8.00,3.00,3.00,1.00,1.00
Bolton,Derby,2.00,2.00,2.00,2.00,22.00,14.00,4.00,8.00,14.00,8.00,9.00,2.00,3.00,2.00,0.00,0.00
Bournemouth,Barnsley,1.00,0.00,0.00,0.00,14.00,10.00,4.00,2.00,9.00,10.00,7.00,3.00,0.00,1.00,0.00,0.00
Burnley,Birmingham,3.00,0.00,1.00,0.00,16.00,9.00,4.00,1.00,8.00,6.00,5.00,4.00,0.00,0.00,0.00,0.00
Huddersfield,Charlton,2.00,1.00,1.00,0.00,12.00,13.00,2.00,3.00,9.00,9.00,3.00,4.00,1.00,3.00,0.00,0.00
Ipswich,Yeovil,2.00,1.00,0.00,1.00,18.00,6.00,7.00,3.00,8.00,8.00,7.00,3.00,0.00,0.00,0.00,0.00
Leicester,Blackburn,2.00,1.00,2.00,0.00,17.00,12.00,6.00,3.00,11.00,12.00,7.00,7.00,1.00,3.00,0.00,0.00
Millwall,Blackpool,3.00,1.00,1.00,1.00,6.00,7.00,4.00,3.00,12.00,15.00,5.00,1.00,1.00,1.00,0.00,0.00
Nott'm Forest,Middlesbrough,2.00,2.00,0.00,1.00,21.00,12.00,6.00,5.00,7.00,9.00,7.00,2.00,3.00,4.00,0.00,1.00
Watford,Doncaster,2.00,1.00,1.00,1.00,13.00,11.00,5.00,2.00,8.00,6.00,6.00,1.00,2.00,2.00,0.00,0.00
QPR,Brighton,0.00,0.00,0.00,0.00,12.00,5.00,3.00,1.00,9.00,21.00,7.00,7.00,1.00,2.00,0.00,0.00
Reading,Leeds,1.00,0.00,0.00,0.00,16.00,12.00,5.00,1.00,10.00,14.00,7.00,1.00,2.00,1.00,0.00,1.00
Barnsley,Watford,1.00,5.00,1.00,3.00,17.00,17.00,5.00,9.00,6.00,12.00,5.00,4.00,0.00,1.00,0.00,0.00
Birmingham,Sheffield Weds,4.00,1.00,3.00,0.00,12.00,10.00,6.00,3.00,17.00,22.00,6.00,3.00,2.00,1.00,0.00,0.00
Blackburn,Huddersfield,0.00,0.00,0.00,0.00,14.00,8.00,1.00,2.00,10.00,9.00,8.00,4.00,1.00,1.00,0.00,0.00
Blackpool,Leicester,2.00,2.00,1.00,0.00,10.00,15.00,1.00,2.00,10.00,13.00,4.00,7.00,0.00,1.00,0.00,0.00
Brighton,Bolton,3.00,1.00,0.00,1.00,17.00,14.00,2.00,5.00,8.00,12.00,10.00,7.00,2.00,3.00,0.00,0.00
Charlton,Millwall,0.00,1.00,0.00,1.00,6.00,12.00,2.00,3.00,5.00,7.00,3.00,3.00,1.00,1.00,0.00,0.00
Derby,Reading,1.00,3.00,0.00,0.00,15.00,11.00,8.00,5.00,12.00,11.00,8.00,5.00,1.00,2.00,0.00,0.00
Doncaster,Nott'm Forest,2.00,2.00,1.00,1.00,8.00,19.00,5.00,10.00,7.00,8.00,5.00,10.00,2.00,0.00,0.00,0.00
Leeds,Burnley,1.00,2.00,0.00,2.00,22.00,16.00,5.00,8.00,10.00,12.00,6.00,6.00,2.00,1.00,0.00,0.00
Middlesbrough,Bournemouth,3.00,3.00,2.00,2.00,20.00,7.00,6.00,0.00,11.00,9.00,3.00,5.00,2.00,3.00,1.00,0.00
Yeovil,QPR,0.00,1.00,0.00,0.00,13.00,7.00,6.00,0.00,16.00,10.00,6.00,4.00,2.00,1.00,0.00,0.00
Wigan,Ipswich,2.00,0.00,1.00,0.00,13.00,20.00,3.00,5.00,10.00,9.00,3.00,10.00,0.00,2.00,0.00,0.00
Huddersfield,Blackpool,1.00,1.00,0.00,1.00,8.00,7.00,1.00,2.00,14.00,14.00,6.00,5.00,0.00,4.00,0.00,1.00
Bolton,Yeovil,1.00,1.00,0.00,0.00,18.00,11.00,5.00,6.00,5.00,11.00,5.00,7.00,1.00,2.00,0.00,0.00
Bournemouth,Blackburn,1.00,3.00,0.00,3.00,9.00,20.00,4.00,5.00,13.00,12.00,4.00,4.00,2.00,3.00,1.00,0.00
Burnley,Charlton,3.00,0.00,1.00,0.00,13.00,10.00,3.00,2.00,13.00,10.00,3.00,1.00,1.00,1.00,0.00,0.00
Ipswich,Brighton,2.00,0.00,2.00,0.00,10.00,7.00,2.00,0.00,17.00,13.00,2.00,2.00,0.00,1.00,0.00,0.00
Leicester,Barnsley,2.00,1.00,0.00,0.00,17.00,15.00,6.00,6.00,13.00,10.00,7.00,7.00,0.00,1.00,0.00,0.00
Millwall,Leeds,2.00,0.00,0.00,0.00,11.00,8.00,3.00,2.00,11.00,13.00,2.00,1.00,1.00,1.00,0.00,0.00
Nott'm Forest,Derby,1.00,0.00,1.00,0.00,13.00,12.00,5.00,2.00,26.00,8.00,7.00,5.00,4.00,1.00,0.00,1.00
QPR,Middlesbrough,2.00,0.00,2.00,0.00,16.00,19.00,6.00,5.00,7.00,12.00,7.00,3.00,2.00,3.00,0.00,0.00
Reading,Birmingham,2.00,0.00,1.00,0.00,11.00,17.00,5.00,5.00,7.00,12.00,2.00,4.00,0.00,2.00,0.00,0.00
Sheffield Weds,Doncaster,0.00,1.00,0.00,0.00,18.00,8.00,5.00,5.00,14.00,12.00,11.00,4.00,2.00,3.00,0.00,0.00
Watford,Wigan,1.00,0.00,0.00,0.00,11.00,8.00,4.00,3.00,9.00,9.00,3.00,2.00,2.00,1.00,0.00,0.00
Barnsley,Reading,1.00,1.00,0.00,0.00,23.00,9.00,8.00,3.00,12.00,11.00,7.00,3.00,3.00,3.00,0.00,0.00
Birmingham,Millwall,4.00,0.00,2.00,0.00,14.00,7.00,10.00,1.00,13.00,15.00,5.00,3.00,0.00,1.00,0.00,0.00
Blackburn,Watford,1.00,0.00,0.00,0.00,17.00,12.00,4.00,2.00,12.00,9.00,3.00,4.00,2.00,2.00,0.00,0.00
Blackpool,Bolton,0.00,0.00,0.00,0.00,16.00,11.00,4.00,2.00,11.00,10.00,6.00,2.00,1.00,0.00,0.00,0.00
Brighton,Sheffield Weds,1.00,1.00,0.00,1.00,14.00,7.00,4.00,5.00,17.00,13.00,5.00,2.00,3.00,4.00,0.00,0.00
Charlton,Nott'm Forest,1.00,1.00,0.00,1.00,24.00,11.00,8.00,4.00,8.00,10.00,7.00,8.00,0.00,1.00,0.00,0.00
Derby,Ipswich,4.00,4.00,1.00,4.00,14.00,14.00,6.00,5.00,14.00,15.00,8.00,6.00,1.00,5.00,0.00,0.00
Doncaster,Burnley,0.00,2.00,0.00,1.00,10.00,16.00,3.00,10.00,8.00,5.00,7.00,9.00,2.00,1.00,0.00,0.00
Leeds,Bournemouth,2.00,1.00,0.00,0.00,17.00,5.00,7.00,2.00,7.00,7.00,6.00,3.00,2.00,2.00,0.00,1.00
Middlesbrough,Huddersfield,1.00,1.00,0.00,0.00,20.00,8.00,8.00,1.00,11.00,10.00,9.00,5.00,0.00,2.00,0.00,0.00
Yeovil,Leicester,1.00,2.00,0.00,0.00,21.00,24.00,5.00,8.00,5.00,12.00,5.00,7.00,0.00,1.00,0.00,0.00
Birmingham,Bolton,1.00,2.00,0.00,1.00,15.00,9.00,5.00,2.00,14.00,16.00,6.00,4.00,0.00,2.00,0.00,0.00
Bournemouth,Millwall,5.00,2.00,1.00,2.00,21.00,8.00,8.00,4.00,4.00,16.00,3.00,3.00,1.00,2.00,0.00,1.00
Brighton,Nott'm Forest,1.00,3.00,1.00,0.00,21.00,11.00,3.00,6.00,11.00,19.00,2.00,3.00,1.00,4.00,0.00,1.00
Burnley,Reading,2.00,1.00,1.00,0.00,21.00,7.00,8.00,3.00,7.00,8.00,8.00,3.00,0.00,2.00,0.00,0.00
Charlton,Blackpool,0.00,0.00,0.00,0.00,9.00,12.00,2.00,1.00,15.00,10.00,3.00,5.00,0.00,2.00,0.00,0.00
Derby,Leeds,3.00,1.00,2.00,1.00,16.00,11.00,4.00,3.00,15.00,16.00,8.00,5.00,2.00,1.00,0.00,0.00
Doncaster,Leicester,1.00,0.00,1.00,0.00,11.00,11.00,3.00,3.00,7.00,6.00,3.00,4.00,0.00,1.00,0.00,0.00
Huddersfield,Watford,1.00,2.00,1.00,2.00,17.00,18.00,5.00,7.00,9.00,7.00,6.00,7.00,1.00,2.00,0.00,0.00
Middlesbrough,Yeovil,4.00,1.00,2.00,1.00,22.00,15.00,9.00,4.00,6.00,19.00,7.00,3.00,0.00,2.00,0.00,0.00
QPR,Barnsley,2.00,0.00,0.00,0.00,20.00,9.00,5.00,1.00,11.00,8.00,7.00,4.00,0.00,2.00,0.00,0.00
Sheffield Weds,Ipswich,1.00,1.00,1.00,1.00,6.00,13.00,3.00,3.00,13.00,13.00,6.00,3.00,1.00,1.00,0.00,0.00
Wigan,Blackburn,2.00,1.00,0.00,1.00,20.00,11.00,6.00,2.00,9.00,16.00,15.00,3.00,2.00,4.00,0.00,1.00
Barnsley,Middlesbrough,3.00,2.00,3.00,0.00,11.00,17.00,3.00,5.00,8.00,11.00,3.00,7.00,0.00,0.00,0.00,0.00
Blackburn,Charlton,0.00,1.00,0.00,1.00,12.00,11.00,2.00,3.00,9.00,11.00,5.00,2.00,2.00,0.00,0.00,0.00
Blackpool,Wigan,1.00,0.00,1.00,0.00,14.00,22.00,5.00,2.00,13.00,8.00,5.00,5.00,0.00,1.00,0.00,1.00
Bolton,Sheffield Weds,1.00,1.00,1.00,1.00,13.00,15.00,7.00,4.00,17.00,12.00,5.00,3.00,2.00,1.00,0.00,1.00
Ipswich,Burnley,0.00,1.00,0.00,0.00,13.00,5.00,2.00,3.00,7.00,9.00,4.00,5.00,0.00,0.00,0.00,0.00
Leicester,Huddersfield,2.00,1.00,2.00,0.00,21.00,15.00,7.00,6.00,10.00,11.00,10.00,7.00,1.00,1.00,0.00,1.00
Millwall,QPR,2.00,2.00,0.00,1.00,8.00,11.00,2.00,3.00,7.00,9.00,4.00,3.00,0.00,0.00,0.00,0.00
Nott'm Forest,Bournemouth,1.00,1.00,1.00,0.00,21.00,14.00,5.00,4.00,11.00,9.00,10.00,5.00,4.00,2.00,0.00,0.00
Reading,Doncaster,4.00,1.00,2.00,1.00,17.00,13.00,7.00,5.00,12.00,13.00,8.00,5.00,1.00,1.00,0.00,0.00
Watford,Derby,2.00,3.00,1.00,2.00,15.00,10.00,3.00,5.00,18.00,11.00,4.00,4.00,3.00,3.00,0.00,0.00
Yeovil,Brighton,0.00,0.00,0.00,0.00,16.00,16.00,5.00,2.00,18.00,12.00,3.00,5.00,4.00,3.00,0.00,0.00
Leeds,Birmingham,4.00,0.00,3.00,0.00,18.00,14.00,9.00,3.00,10.00,10.00,2.00,8.00,1.00,1.00,0.00,0.00
Middlesbrough,Doncaster,4.00,0.00,2.00,0.00,21.00,7.00,8.00,1.00,12.00,10.00,6.00,5.00,1.00,1.00,0.00,0.00
Barnsley,Sheffield Weds,1.00,1.00,1.00,0.00,11.00,15.00,2.00,4.00,10.00,9.00,8.00,8.00,1.00,2.00,0.00,0.00
Blackpool,Blackburn,2.00,2.00,2.00,1.00,11.00,14.00,4.00,4.00,11.00,13.00,4.00,6.00,2.00,3.00,1.00,1.00
Bolton,Ipswich,1.00,1.00,0.00,0.00,14.00,12.00,4.00,4.00,8.00,10.00,8.00,3.00,1.00,1.00,0.00,0.00
Burnley,QPR,2.00,0.00,0.00,0.00,9.00,6.00,3.00,1.00,16.00,13.00,5.00,3.00,2.00,4.00,0.00,0.00
Derby,Birmingham,1.00,1.00,1.00,0.00,15.00,12.00,7.00,4.00,13.00,19.00,6.00,9.00,1.00,3.00,0.00,0.00
Huddersfield,Leeds,3.00,2.00,1.00,1.00,15.00,13.00,4.00,4.00,14.00,13.00,5.00,5.00,1.00,2.00,0.00,0.00
Leicester,Bournemouth,2.00,1.00,1.00,1.00,20.00,11.00,5.00,1.00,17.00,8.00,9.00,3.00,1.00,1.00,0.00,1.00
Reading,Millwall,1.00,1.00,1.00,0.00,13.00,11.00,4.00,3.00,13.00,10.00,4.00,8.00,2.00,3.00,0.00,1.00
Yeovil,Nott'm Forest,3.00,1.00,3.00,1.00,16.00,26.00,7.00,13.00,12.00,16.00,8.00,10.00,4.00,3.00,0.00,0.00
Charlton,Wigan,0.00,0.00,0.00,0.00,9.00,18.00,3.00,3.00,18.00,10.00,3.00,3.00,1.00,0.00,0.00,0.00
Brighton,Watford,1.00,1.00,0.00,1.00,11.00,13.00,4.00,6.00,10.00,13.00,7.00,7.00,1.00,3.00,0.00,0.00
Wigan,QPR,0.00,0.00,0.00,0.00,11.00,9.00,1.00,1.00,12.00,14.00,5.00,6.00,0.00,0.00,0.00,0.00
Ipswich,Barnsley,1.00,1.00,1.00,0.00,14.00,14.00,3.00,3.00,8.00,11.00,6.00,7.00,0.00,0.00,1.00,0.00
Birmingham,Charlton,0.00,1.00,0.00,0.00,5.00,14.00,2.00,7.00,8.00,8.00,2.00,2.00,0.00,0.00,0.00,0.00
Blackburn,Middlesbrough,1.00,0.00,0.00,0.00,13.00,9.00,5.00,3.00,6.00,12.00,7.00,6.00,1.00,5.00,0.00,0.00
Bournemouth,Bolton,0.00,2.00,0.00,1.00,20.00,14.00,4.00,4.00,6.00,11.00,10.00,3.00,2.00,4.00,0.00,0.00
Doncaster,Brighton,1.00,3.00,0.00,1.00,12.00,13.00,4.00,6.00,9.00,11.00,7.00,5.00,1.00,3.00,0.00,0.00
Leeds,Yeovil,2.00,0.00,0.00,0.00,13.00,16.00,4.00,2.00,18.00,12.00,5.00,8.00,0.00,2.00,0.00,0.00
Millwall,Burnley,2.00,2.00,2.00,1.00,12.00,10.00,7.00,3.00,13.00,12.00,5.00,5.00,2.00,3.00,0.00,0.00
Nott'm Forest,Blackpool,0.00,1.00,0.00,0.00,11.00,17.00,3.00,6.00,10.00,11.00,6.00,6.00,0.00,2.00,1.00,0.00
QPR,Derby,2.00,1.00,1.00,1.00,17.00,8.00,4.00,4.00,18.00,17.00,6.00,5.00,2.00,4.00,0.00,0.00
Sheffield Weds,Reading,5.00,2.00,3.00,1.00,18.00,16.00,7.00,4.00,10.00,4.00,4.00,2.00,1.00,1.00,0.00,0.00
Watford,Leicester,0.00,3.00,0.00,1.00,19.00,14.00,5.00,4.00,10.00,10.00,6.00,3.00,2.00,1.00,0.00,0.00
Wigan,Huddersfield,2.00,1.00,1.00,1.00,15.00,9.00,4.00,3.00,14.00,15.00,5.00,6.00,1.00,1.00,0.00,0.00
Barnsley,Doncaster,0.00,0.00,0.00,0.00,16.00,7.00,5.00,0.00,10.00,14.00,5.00,3.00,1.00,2.00,0.00,0.00
Blackpool,Ipswich,2.00,3.00,1.00,0.00,8.00,11.00,4.00,3.00,9.00,9.00,5.00,5.00,0.00,1.00,0.00,0.00
Bolton,Millwall,3.00,1.00,2.00,1.00,15.00,9.00,5.00,3.00,14.00,16.00,1.00,7.00,1.00,0.00,0.00,0.00
Brighton,Blackburn,3.00,0.00,1.00,0.00,15.00,18.00,6.00,8.00,9.00,15.00,6.00,9.00,2.00,2.00,0.00,0.00
Burnley,Bournemouth,1.00,1.00,0.00,0.00,20.00,11.00,8.00,4.00,8.00,11.00,7.00,3.00,0.00,4.00,0.00,0.00
Charlton,Leeds,2.00,4.00,1.00,1.00,18.00,9.00,4.00,4.00,12.00,13.00,6.00,1.00,2.00,2.00,0.00,0.00
Derby,Sheffield Weds,3.00,0.00,1.00,0.00,23.00,10.00,5.00,1.00,17.00,11.00,10.00,5.00,1.00,4.00,0.00,0.00
Huddersfield,Birmingham,1.00,3.00,1.00,1.00,17.00,12.00,3.00,7.00,7.00,13.00,3.00,3.00,2.00,1.00,0.00,1.00
Leicester,Nott'm Forest,0.00,2.00,0.00,2.00,15.00,8.00,2.00,5.00,8.00,17.00,5.00,1.00,3.00,2.00,0.00,0.00
Middlesbrough,Watford,2.00,2.00,1.00,1.00,16.00,11.00,6.00,6.00,10.00,11.00,6.00,1.00,2.00,4.00,0.00,0.00
Reading,QPR,1.00,1.00,0.00,0.00,12.00,15.00,3.00,7.00,8.00,7.00,8.00,1.00,1.00,1.00,0.00,0.00
Yeovil,Wigan,0.00,1.00,0.00,0.00,13.00,23.00,6.00,6.00,14.00,12.00,12.00,8.00,1.00,4.00,0.00,0.00
Doncaster,Yeovil,2.00,1.00,1.00,1.00,12.00,12.00,6.00,6.00,10.00,14.00,5.00,7.00,1.00,1.00,1.00,0.00
Birmingham,Blackpool,1.00,1.00,1.00,1.00,10.00,12.00,6.00,5.00,16.00,16.00,3.00,6.00,3.00,3.00,0.00,0.00
Blackburn,Reading,0.00,0.00,0.00,0.00,15.00,10.00,6.00,1.00,13.00,19.00,3.00,8.00,1.00,3.00,0.00,0.00
Bournemouth,Derby,0.00,1.00,0.00,0.00,14.00,16.00,3.00,8.00,9.00,11.00,8.00,6.00,2.00,2.00,0.00,0.00
Ipswich,Leicester,1.00,2.00,1.00,0.00,17.00,14.00,6.00,5.00,7.00,8.00,1.00,7.00,1.00,0.00,0.00,0.00
Leeds,Middlesbrough,2.00,1.00,1.00,0.00,19.00,9.00,7.00,4.00,13.00,16.00,5.00,2.00,1.00,3.00,0.00,1.00
Millwall,Barnsley,1.00,0.00,0.00,0.00,11.00,9.00,2.00,3.00,15.00,12.00,4.00,3.00,2.00,2.00,0.00,0.00
Nott'm Forest,Burnley,1.00,1.00,1.00,1.00,19.00,6.00,5.00,2.00,11.00,7.00,6.00,4.00,1.00,1.00,0.00,0.00
QPR,Charlton,1.00,0.00,1.00,0.00,21.00,8.00,7.00,2.00,11.00,9.00,7.00,2.00,1.00,1.00,0.00,0.00
Sheffield Weds,Huddersfield,1.00,2.00,0.00,1.00,14.00,9.00,7.00,3.00,11.00,16.00,4.00,3.00,2.00,4.00,0.00,0.00
Watford,Bolton,0.00,1.00,0.00,1.00,19.00,9.00,1.00,3.00,10.00,10.00,7.00,5.00,2.00,1.00,0.00,0.00
Wigan,Brighton,0.00,1.00,0.00,0.00,16.00,11.00,4.00,6.00,23.00,15.00,7.00,1.00,2.00,2.00,0.00,0.00
Charlton,Doncaster,2.00,0.00,1.00,0.00,14.00,7.00,5.00,2.00,11.00,10.00,2.00,0.00,1.00,1.00,0.00,0.00
Nott'm Forest,Reading,2.00,3.00,1.00,2.00,15.00,10.00,3.00,4.00,16.00,14.00,7.00,6.00,3.00,1.00,0.00,1.00
Barnsley,Birmingham,0.00,3.00,0.00,3.00,14.00,16.00,4.00,8.00,11.00,17.00,4.00,4.00,2.00,1.00,0.00,0.00
Blackburn,Leeds,1.00,0.00,1.00,0.00,13.00,6.00,5.00,2.00,5.00,15.00,8.00,5.00,0.00,3.00,0.00,0.00
Blackpool,Sheffield Weds,2.00,0.00,1.00,0.00,18.00,9.00,6.00,1.00,17.00,10.00,11.00,1.00,3.00,2.00,0.00,0.00
Bournemouth,Brighton,1.00,1.00,1.00,0.00,16.00,11.00,4.00,3.00,9.00,13.00,6.00,3.00,0.00,1.00,0.00,0.00
Charlton,Ipswich,0.00,1.00,0.00,1.00,11.00,15.00,4.00,6.00,5.00,9.00,5.00,6.00,1.00,2.00,0.00,0.00
Doncaster,QPR,2.00,1.00,0.00,1.00,13.00,17.00,4.00,1.00,8.00,10.00,7.00,6.00,2.00,2.00,0.00,0.00
Huddersfield,Burnley,2.00,1.00,0.00,0.00,18.00,13.00,4.00,2.00,9.00,16.00,1.00,1.00,1.00,1.00,0.00,1.00
Leicester,Millwall,3.00,0.00,1.00,0.00,31.00,10.00,13.00,1.00,11.00,6.00,11.00,7.00,1.00,1.00,0.00,0.00
Middlesbrough,Bolton,1.00,0.00,0.00,0.00,11.00,7.00,1.00,1.00,13.00,9.00,5.00,5.00,2.00,1.00,0.00,0.00
Watford,Yeovil,0.00,3.00,0.00,1.00,27.00,10.00,1.00,5.00,11.00,14.00,15.00,2.00,0.00,2.00,0.00,0.00
Wigan,Derby,1.00,3.00,0.00,3.00,15.00,7.00,7.00,3.00,22.00,23.00,8.00,2.00,4.00,2.00,0.00,0.00
Birmingham,Doncaster,1.00,1.00,1.00,0.00,15.00,16.00,5.00,3.00,11.00,11.00,5.00,4.00,0.00,0.00,0.00,0.00
Bolton,Huddersfield,0.00,1.00,0.00,0.00,14.00,15.00,5.00,1.00,9.00,17.00,7.00,7.00,1.00,2.00,0.00,0.00
Brighton,Barnsley,1.00,2.00,0.00,1.00,15.00,8.00,6.00,3.00,9.00,9.00,6.00,2.00,0.00,5.00,0.00,0.00
Burnley,Watford,0.00,0.00,0.00,0.00,12.00,10.00,7.00,4.00,9.00,13.00,10.00,6.00,0.00,2.00,0.00,0.00
Ipswich,Blackburn,3.00,1.00,1.00,1.00,12.00,11.00,3.00,3.00,11.00,6.00,5.00,9.00,2.00,3.00,0.00,0.00
Millwall,Nott'm Forest,2.00,2.00,1.00,1.00,10.00,8.00,4.00,2.00,7.00,13.00,2.00,4.00,2.00,1.00,0.00,0.00
QPR,Bournemouth,3.00,0.00,1.00,0.00,11.00,15.00,5.00,3.00,10.00,14.00,2.00,7.00,1.00,1.00,0.00,0.00
Reading,Charlton,1.00,0.00,1.00,0.00,13.00,13.00,5.00,1.00,11.00,17.00,4.00,7.00,2.00,1.00,0.00,0.00
Sheffield Weds,Leicester,2.00,1.00,2.00,1.00,11.00,16.00,4.00,8.00,10.00,8.00,4.00,4.00,1.00,0.00,0.00,0.00
Yeovil,Blackpool,1.00,0.00,1.00,0.00,12.00,20.00,3.00,5.00,11.00,18.00,3.00,3.00,3.00,1.00,0.00,3.00
Derby,Middlesbrough,2.00,1.00,1.00,0.00,17.00,8.00,7.00,4.00,11.00,13.00,12.00,1.00,0.00,1.00,0.00,1.00
Leeds,Wigan,2.00,0.00,1.00,0.00,14.00,13.00,7.00,2.00,10.00,14.00,8.00,7.00,2.00,1.00,0.00,0.00
Birmingham,Middlesbrough,2.00,2.00,0.00,1.00,12.00,10.00,4.00,7.00,8.00,12.00,2.00,7.00,1.00,1.00,0.00,0.00
Bolton,Doncaster,3.00,0.00,2.00,0.00,19.00,3.00,8.00,1.00,13.00,14.00,12.00,4.00,1.00,0.00,0.00,0.00
Brighton,Leicester,3.00,1.00,2.00,0.00,18.00,15.00,4.00,8.00,8.00,14.00,2.00,4.00,2.00,4.00,0.00,0.00
Burnley,Barnsley,1.00,0.00,0.00,0.00,16.00,14.00,4.00,3.00,10.00,11.00,8.00,9.00,1.00,1.00,0.00,0.00
Derby,Blackpool,5.00,1.00,0.00,1.00,19.00,6.00,6.00,2.00,12.00,17.00,10.00,1.00,0.00,1.00,0.00,2.00
Ipswich,Huddersfield,2.00,1.00,0.00,1.00,12.00,12.00,4.00,6.00,12.00,7.00,2.00,3.00,0.00,0.00,0.00,0.00
Leeds,Watford,3.00,3.00,0.00,2.00,22.00,10.00,9.00,7.00,7.00,11.00,6.00,4.00,1.00,1.00,0.00,0.00
Millwall,Wigan,2.00,1.00,1.00,0.00,16.00,21.00,4.00,7.00,8.00,11.00,5.00,6.00,1.00,1.00,0.00,0.00
QPR,Blackburn,0.00,0.00,0.00,0.00,15.00,6.00,3.00,3.00,12.00,11.00,7.00,3.00,0.00,4.00,0.00,0.00
Reading,Bournemouth,1.00,2.00,0.00,2.00,10.00,16.00,2.00,4.00,14.00,16.00,12.00,2.00,3.00,4.00,0.00,0.00
Sheffield Weds,Nott'm Forest,0.00,1.00,0.00,0.00,14.00,8.00,3.00,1.00,9.00,11.00,9.00,3.00,2.00,1.00,0.00,0.00
Yeovil,Charlton,2.00,2.00,0.00,2.00,13.00,9.00,5.00,4.00,13.00,14.00,4.00,4.00,3.00,3.00,0.00,0.00
Barnsley,Yeovil,1.00,1.00,1.00,1.00,22.00,12.00,9.00,2.00,7.00,16.00,4.00,3.00,2.00,3.00,0.00,0.00
Blackburn,Millwall,3.00,2.00,1.00,1.00,13.00,15.00,8.00,5.00,11.00,8.00,6.00,9.00,1.00,2.00,0.00,0.00
Blackpool,QPR,0.00,2.00,0.00,0.00,13.00,11.00,4.00,6.00,6.00,12.00,3.00,3.00,0.00,0.00,0.00,0.00
Bournemouth,Birmingham,0.00,2.00,0.00,2.00,27.00,7.00,9.00,2.00,11.00,15.00,14.00,3.00,1.00,5.00,0.00,0.00
Charlton,Derby,0.00,2.00,0.00,1.00,11.00,10.00,4.00,4.00,11.00,16.00,3.00,4.00,2.00,1.00,0.00,0.00
Doncaster,Leeds,0.00,3.00,0.00,1.00,12.00,9.00,2.00,4.00,9.00,12.00,6.00,1.00,2.00,2.00,0.00,0.00
Huddersfield,Reading,0.00,1.00,0.00,1.00,27.00,10.00,8.00,4.00,14.00,9.00,4.00,4.00,1.00,1.00,1.00,0.00
Leicester,Burnley,1.00,1.00,1.00,0.00,19.00,14.00,3.00,3.00,11.00,9.00,7.00,2.00,1.00,1.00,0.00,0.00
Middlesbrough,Brighton,0.00,1.00,0.00,0.00,13.00,7.00,3.00,3.00,9.00,6.00,10.00,5.00,0.00,1.00,0.00,0.00
Nott'm Forest,Ipswich,0.00,0.00,0.00,0.00,18.00,10.00,6.00,3.00,8.00,9.00,7.00,4.00,2.00,1.00,0.00,0.00
Watford,Sheffield Weds,0.00,1.00,0.00,1.00,10.00,2.00,2.00,1.00,14.00,15.00,7.00,4.00,0.00,4.00,0.00,0.00
Wigan,Bolton,3.00,2.00,2.00,0.00,14.00,16.00,5.00,9.00,14.00,9.00,5.00,10.00,2.00,1.00,0.00,0.00
Birmingham,Nott'm Forest,0.00,0.00,0.00,0.00,16.00,5.00,3.00,2.00,12.00,13.00,6.00,5.00,4.00,2.00,0.00,1.00
Bolton,Charlton,1.00,1.00,1.00,1.00,18.00,9.00,5.00,4.00,8.00,11.00,6.00,6.00,2.00,2.00,0.00,0.00
Brighton,Huddersfield,0.00,0.00,0.00,0.00,14.00,10.00,2.00,2.00,11.00,12.00,10.00,5.00,2.00,3.00,0.00,0.00
Burnley,Blackpool,2.00,1.00,1.00,1.00,17.00,13.00,4.00,3.00,7.00,8.00,8.00,8.00,2.00,1.00,0.00,0.00
Derby,Doncaster,3.00,1.00,1.00,0.00,13.00,12.00,6.00,4.00,11.00,11.00,4.00,4.00,0.00,0.00,0.00,0.00
